OTU	Kingdom	Phylum	Class	Order	Family	Genus
OTU_14437	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14438	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14439	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14440	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
OTU_14441	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14442	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
OTU_14443	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor
OTU_14444	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14445	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
OTU_14446	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14447	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
OTU_14448	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14449	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	
OTU_14450	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
OTU_14451	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14452	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14453	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
OTU_14454	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14455	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_14456	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14457	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14458	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
OTU_14459	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14460	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14461	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14462	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14463	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14464	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
OTU_14465	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
OTU_14466	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
OTU_14467	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14468	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
OTU_14469	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14470	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
OTU_14472	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14473	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14474	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14475	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14476	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14477	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14478	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_14479	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14480	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium_XI
OTU_14481	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	
OTU_14482	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14483	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14484	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14485	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14486	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14487	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14488	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14489	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14490	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14491	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
OTU_14492	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14493	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14494	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
OTU_14495	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
OTU_14496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14497	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
OTU_14498	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14499	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
OTU_14500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14501	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
OTU_14502	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Clostridium_XVIII
OTU_14503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
OTU_14504	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14505	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14506	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14507	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14508	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
OTU_14509	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		
OTU_14510	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
OTU_14511	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
OTU_14512	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
OTU_14513	Bacteria	Firmicutes				
OTU_14514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14515	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14516	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
OTU_14517	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14518	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
OTU_14519	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium_XI
OTU_14520	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14521	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14522	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14523	Bacteria	Firmicutes	Clostridia	Clostridiales		Natranaerovirga
OTU_14524	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14525	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14526	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14527	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14528	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
OTU_14529	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
OTU_14530	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14531	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14532	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_14533	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14534	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14535	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU_14536	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14537	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
OTU_14538	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
OTU_14539	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14540	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14541	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
OTU_14542	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14543	Bacteria	Firmicutes	Clostridia	Clostridiales		Natranaerovirga
OTU_14544	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14545	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
OTU_14546	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14547	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14548	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14550	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14551	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14552	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
OTU_14553	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	
OTU_14554	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
OTU_14555	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14556	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14557	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14558	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14559	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
OTU_14560	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14561	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14562	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
OTU_14563	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14564	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14565	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
OTU_14566	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
OTU_14567	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14568	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14569	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14570	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
OTU_14571	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
OTU_14572	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
OTU_14573	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14574	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14575	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14576	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14577	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14578	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14579	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14580	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14581	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14582	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14583	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
OTU_14584	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14585	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
OTU_14586	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14587	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14588	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
OTU_14589	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14590	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
OTU_14591	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	
OTU_14592	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14593	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
OTU_14594	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	
OTU_14595	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		
OTU_14596	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
OTU_14597	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14598	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14599	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
OTU_14600	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14601	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14602	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14603	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14604	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	
OTU_14605	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
OTU_14606	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14607	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14608	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14609	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14610	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14611	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14612	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
OTU_14613	Bacteria	Firmicutes				
OTU_14614	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	
OTU_14615	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
OTU_14616	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
OTU_14617	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	
OTU_14618	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
OTU_14619	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14620	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU_14621	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
OTU_14622	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
OTU_14623	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
OTU_14624	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus
OTU_14625	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14626	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	
OTU_14627	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14628	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14629	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila
OTU_14630	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14631	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14632	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
OTU_14633	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14634	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
OTU_14635	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14636	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14637	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14638	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
OTU_14639	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14640	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
OTU_14641	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
OTU_14642	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14643	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
OTU_14644	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
OTU_14645	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14646	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
OTU_14647	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
OTU_14648	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14649	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14650	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
OTU_14651	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
OTU_14652	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
OTU_14653	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14654	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
OTU_14655	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
OTU_14656	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium
OTU_14657	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
OTU_14658	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
OTU_14659	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14660	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
OTU_14661	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
OTU_14662	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_14663	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14664	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14665	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14666	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
OTU_14667	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
OTU_14668	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14669	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
OTU_14670	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiracea_incertae_sedis
OTU_14671	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
OTU_14672	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella
OTU_14673	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14674	Bacteria	Firmicutes	Clostridia	Clostridiales		
OTU_14675	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
OTU_14676	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14677	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
OTU_14678	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14679	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
OTU_14680	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14681	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14682	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
OTU_14683	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14684	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14685	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
OTU_14686	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
OTU_14687	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
OTU_14688	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14689	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14690	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
OTU_14691	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
OTU_14692	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
OTU_14693	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
